Landsat Scene Identifier,Sensor Mode,Station Identifier,Day/Night,WRS Path,WRS Row,Date Acquired,Start Time,Stop Time,Image Quality VCID 1,Image Quality VCID 2,Cloud Cover,Cloud Cover Quad Upper Left,Cloud Cover Quad Upper Right,Cloud Cover Quad Lower Left,Cloud Cover Quad Lower Right,Sun Elevation,Sun Azimuth,Scene Center Latitude,Scene Center Longitude,Corner Upper Left Latitude,Corner Upper Left Longitude,Corner Upper Right Latitude,Corner Upper Right Longitude,Corner Lower Left Latitude,Corner Lower Left Longitude,Corner Lower Right Latitude,Corner Lower Right Longitude,Full Aperture Calibration,Gain Band 1,Gain Band 2,Gain Band 3,Gain Band 4,Gain Band 5,Gain Band 6 VCID 1,Gain Band 6 VCID 2,Gain Band 7,Gain Band 8,Browse Exists,Data Category,Gap Phase Source,Gap Phase Statistic,Gain Change Band 1,Gain Change Band 2,Gain Change Band 3,Gain Change Band 4,Gain Change Band 5,Gain Change Band 6 VCID 1,Gain Change Band 6 VCID 2,Gain Change Band 7,Gain Change Band 8,Data Type Level 1,Elevation Source,Output Format,Ephemeris Type,Corner UL Latitude Product,Corner UL Longitude Product,Corner UR Latitude Product,Corner UR Longitude Product,Corner LL Latitude Product,Corner LL Longitude Product,Corner LR Latitude Product,Corner LR Longitude Product,Panchromatic Lines,Panchromatic Samples,Reflective Lines,Reflective Samples,Thermal Lines,Thermal Samples,Date Acquired Gap Fill,Gap Fill,Ground Control Points Model,Geometric RMSE Model,Geometric RMSE Model X,Geometric RMSE Model Y,Map Projection L1,Datum,Ellipsoid,UTM Zone,Vertical Longitude from Pole,True Scale Latitude,False Easting,False Northing,Grid Cell Size Panchromatic,Grid Cell Size Reflective,Grid Cell Size Thermal,Orientation,Resampling Option,Scan Gap Interpolation,Scene Center Latitude dec,Scene Center Longitude dec,Corner Upper Left Lat dec,Corner Upper Left Long dec,Corner Upper Right Lat dec,Corner Upper Right Long dec,Corner Lower Left Lat dec,Corner Lower Left Long dec,Corner Lower Right Lat dec,Corner Lower Right Long dec,Display ID,Ordering ID,Download Link
LE71760362016024SG100,BUMPER,SG1,DAY, 176, 036,2016/01/24,2016:024:08:24:10.9934375,2016:024:08:24:37.7474374, 9, 9,  72.06,  76.33,  71.51,  60.15,  80.26,31.54094124,153.48989868,34°36'14.76"N,33°05'52.80"E,35°33'01.94"N,32°17'16.73"E,35°14'56.47"N,34°21'35.03"E,33°56'36.60"N,31°51'15.05"E,33°38'52.19"N,33°53'12.80"E,N,L,L,L,H,H,L,H,H,L,Y,NOMINAL,DE,-1.488385,LL,LL,LL,HH,HH,LL,HH,HH,LL,ETM+  L1T,GLS2000,GEOTIFF,DEFINITIVE, 35.56651   (35°33'59.44"N),  31.73980  (31°44'23.28"E), 35.56460   (35°33'52.56"N),  34.43120  (34°25'52.32"E), 33.64342   (33°38'36.31"N),  31.76853   (31°46'06.71"E), 33.64164   (33°38'29.90"N),  34.39857   (34°23'54.85"E),14221,16261,7111,8131,7111,8131,,,32,4.432,3.067,3.199,UTM,WGS84,WGS84,36,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,34.6041,33.098,35.55054,32.28798,35.24902,34.35973,33.9435,31.85418,33.64783,33.88689,LE71760362016024SG100,LE71760362016024SG100,http://earthexplorer.usgs.gov/download/options/5441/LE71760362016024SG100
LE71760362016008NPA00,BUMPER,NPA,DAY, 176, 036,2016/01/08,2016:008:08:23:58.4518749,2016:008:08:24:25.2058750, 9, 9,  51.69,  40.74,  51.64,  61.42,  52.95,29.23512268,156.11387634,34°36'13.36"N,33°06'21.02"E,35°33'09.86"N,32°17'47.40"E,35°15'03.89"N,34°22'06.60"E,33°56'44.66"N,31°51'46.80"E,33°38'59.60"N,33°53'45.31"E,N,L,L,L,H,H,L,H,H,L,Y,NOMINAL,DE,-4.789676,LL,LL,LL,HH,HH,LL,HH,HH,LL,ETM+  L1T,GLS2000,GEOTIFF,DEFINITIVE, 35.57209   (35°34'19.52"N),  31.75627  (31°45'22.57"E), 35.56981   (35°34'11.32"N),  34.44784  (34°26'52.22"E), 33.64087   (33°38'27.13"N),  31.78474   (31°47'05.06"E), 33.63875   (33°38'19.50"N),  34.41470   (34°24'52.92"E),14281,16261,7141,8131,7141,8131,,,31,3.881,2.995,2.469,UTM,WGS84,WGS84,36,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,34.60371,33.10584,35.55274,32.2965,35.25108,34.3685,33.94574,31.863,33.64989,33.89592,LE71760362016008NPA00,LE71760362016008NPA00,http://earthexplorer.usgs.gov/download/options/5441/LE71760362016008NPA00
LE71760362015357NPA00,BUMPER,NPA,DAY, 176, 036,2015/12/23,2015:357:08:23:43.8751250,2015:357:08:24:10.6291249, 9, 9,  15.47,  21.43,  22.39,   3.22,  14.83,28.75175476,158.37425232,34°36'13.57"N,33°07'03.11"E,35°33'14.26"N,32°18'30.78"E,35°15'07.92"N,34°22'51.60"E,33°56'47.90"N,31°52'26.87"E,33°39'02.09"N,33°54'26.82"E,N,L,L,L,H,H,L,H,H,L,Y,NOMINAL,DE,-10.240283,LL,LL,LL,HH,HH,LL,HH,HH,LL,ETM+  L1T,GLS2000,GEOTIFF,DEFINITIVE, 35.57216   (35°34'19.78"N),  31.76289  (31°45'46.40"E), 35.56973   (35°34'11.03"N),  34.45446  (34°27'16.06"E), 33.64635   (33°38'46.86"N),  31.79113   (31°47'28.07"E), 33.64409   (33°38'38.72"N),  34.42126   (34°25'16.54"E),14241,16261,7121,8131,7121,8131,,,155,3.886,2.778,2.718,UTM,WGS84,WGS84,36,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,34.60377,33.11753,35.55396,32.30855,35.2522,34.381,33.94664,31.87413,33.65058,33.90745,LE71760362015357NPA00,LE71760362015357NPA00,http://earthexplorer.usgs.gov/download/options/5441/LE71760362015357NPA00
LE71760362015341NPA00,BUMPER,NPA,DAY, 176, 036,2015/12/07,2015:341:08:23:28.7452499,2015:341:08:23:55.4992500, 9, 9,   0.11,   0.12,   0.28,   0.01,   0.00,30.09297562,159.90187073,34°36'13.39"N,33°07'39.07"E,35°33'03.17"N,32°19'02.03"E,35°14'56.29"N,34°23'25.22"E,33°56'38.80"N,31°52'59.48"E,33°38'52.37"N,33°55'01.85"E,N,L,L,L,H,H,L,H,H,L,Y,NOMINAL,DE,-14.76454,LL,LL,LL,HH,HH,LL,HH,HH,LL,ETM+  L1T,GLS2000,GEOTIFF,DEFINITIVE, 35.56685   (35°34'00.66"N),  31.77290  (31°46'22.44"E), 35.56420   (35°33'51.12"N),  34.46429  (34°27'51.44"E), 33.64374   (33°38'37.46"N),  31.80087   (31°48'03.13"E), 33.64127   (33°38'28.57"N),  34.43091   (34°25'51.28"E),14221,16261,7111,8131,7111,8131,,,155,3.819,2.518,2.871,UTM,WGS84,WGS84,36,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,34.60372,33.12752,35.55088,32.31723,35.24897,34.39034,33.94411,31.88319,33.64788,33.91718,LE71760362015341NPA00,LE71760362015341NPA00,http://earthexplorer.usgs.gov/download/options/5441/LE71760362015341NPA00
LE71760362015325SG100,BUMPER,SG1,DAY, 176, 036,2015/11/21,2015:325:08:23:14.9494999,2015:325:08:23:41.7035000, 9, 9,  44.18,  47.43,   7.41,  87.93,  33.94,33.04878616,160.3184967,34°36'11.66"N,33°07'40.01"E,35°33'02.66"N,32°19'02.86"E,35°14'55.07"N,34°23'26.63"E,33°56'37.32"N,31°53'00.20"E,33°38'50.86"N,33°55'03.29"E,N,L,L,L,H,H,L,H,H,L,Y,NOMINAL,DE,-2.618151,LL,LL,LL,HH,HH,LL,HH,HH,LL,ETM+  L1T,GLS2000,GEOTIFF,DEFINITIVE, 35.56962   (35°34'10.63"N),  31.77948  (31°46'46.13"E), 35.56686   (35°34'00.70"N),  34.46765  (34°28'03.54"E), 33.63839   (33°38'18.20"N),  31.80742   (31°48'26.71"E), 33.63582   (33°38'08.95"N),  34.43406   (34°26'02.62"E),14281,16241,7141,8121,7141,8121,,,84,3.801,2.269,3.049,UTM,WGS84,WGS84,36,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,34.60324,33.12778,35.55074,32.31746,35.24863,34.39073,33.9437,31.88339,33.64746,33.91758,LE71760362015325SG100,LE71760362015325SG100,http://earthexplorer.usgs.gov/download/options/5441/LE71760362015325SG100
LE71760362015309SG100,BUMPER,SG1,DAY, 176, 036,2015/11/05,2015:309:08:22:57.5249999,2015:309:08:23:24.2790000, 9, 9,  29.86,  22.27,  28.34,  45.91,  22.91,37.24167633,159.30760193,34°36'12.02"N,33°08'22.99"E,35°33'00.86"N,32°19'47.03"E,35°14'53.27"N,34°24'10.51"E,33°56'34.80"N,31°53'41.28"E,33°38'47.90"N,33°55'44.04"E,N,L,L,L,H,L,L,H,L,L,Y,NOMINAL,DE,-11.99403,LL,LL,LL,HH,LL,LL,HH,LL,LL,ETM+  L1T,GLS2000,GEOTIFF,DEFINITIVE, 35.56698   (35°34'01.13"N),  31.78614  (31°47'10.10"E), 35.56408   (35°33'50.69"N),  34.47422  (34°28'27.19"E), 33.64386   (33°38'37.90"N),  31.81381   (31°48'49.72"E), 33.64116   (33°38'28.18"N),  34.44062   (34°26'26.23"E),14221,16241,7111,8121,7111,8121,,,115,4.446,2.617,3.594,UTM,WGS84,WGS84,36,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,34.60334,33.13972,35.55024,32.32973,35.24813,34.40292,33.943,31.8948,33.64664,33.9289,LE71760362015309SG100,LE71760362015309SG100,http://earthexplorer.usgs.gov/download/options/5441/LE71760362015309SG100
LE71760362015293SG100,BUMPER,SG1,DAY, 176, 036,2015/10/20,2015:293:08:22:44.3107500,2015:293:08:23:11.0648125, 9, 9,   0.41,   0.97,   0.26,   0.40,   0.00,42.20033264,156.64897156,34°36'10.87"N,33°07'46.24"E,35°33'09.04"N,32°19'14.27"E,35°15'01.37"N,34°23'35.45"E,33°56'43.62"N,31°53'10.75"E,33°38'56.87"N,33°55'11.39"E,N,L,L,L,H,L,L,H,L,L,Y,NOMINAL,DE,-10.021484,LL,LL,LL,HH,LL,LL,HH,LL,LL,ETM+  L1T,GLS2000,GEOTIFF,DEFINITIVE, 35.56688   (35°34'00.77"N),  31.77621  (31°46'34.36"E), 35.56420   (35°33'51.12"N),  34.46429  (34°27'51.44"E), 33.64647   (33°38'47.29"N),  31.80407   (31°48'14.65"E), 33.64398   (33°38'38.33"N),  34.43096   (34°25'51.46"E),14201,16241,7101,8121,7101,8121,,,128,4.17,2.807,3.084,UTM,WGS84,WGS84,36,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,34.60302,33.12951,35.55251,32.32063,35.25038,34.39318,33.94545,31.88632,33.64913,33.91983,LE71760362015293SG100,LE71760362015293SG100,http://earthexplorer.usgs.gov/download/options/5441/LE71760362015293SG100
LE71760362015277SG100,BUMPER,SG1,DAY, 176, 036,2015/10/04,2015:277:08:22:24.8406250,2015:277:08:22:51.5946874, 9, 9,   0.63,   2.13,   0.40,   0.00,   0.00,47.42960739,152.24674988,34°36'10.84"N,33°08'34.44"E,35°33'06.59"N,32°20'02.26"E,35°14'59.42"N,34°24'21.89"E,33°56'38.51"N,31°53'57.66"E,33°38'51.76"N,33°55'56.57"E,N,L,L,L,L,L,L,H,L,L,Y,NOMINAL,DE,-2.927585,LL,LL,LL,LL,LL,LL,HH,LL,LL,ETM+  L1T,GLS2000,GEOTIFF,DEFINITIVE, 35.56972   (35°34'10.99"N),  31.78941  (31°47'21.88"E), 35.56674   (35°34'00.26"N),  34.47758  (34°28'39.29"E), 33.64389   (33°38'38.00"N),  31.81705   (31°49'01.38"E), 33.64112   (33°38'28.03"N),  34.44385   (34°26'37.86"E),14241,16241,7121,8121,7121,8121,,,110,4.022,2.515,3.139,UTM,WGS84,WGS84,36,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,34.60301,33.1429,35.55183,32.33396,35.24984,34.40608,33.94403,31.89935,33.64771,33.93238,LE71760362015277SG100,LE71760362015277SG100,http://earthexplorer.usgs.gov/download/options/5441/LE71760362015277SG100
LE71760362015245SG100,BUMPER,SG1,DAY, 176, 036,2015/09/02,2015:245:08:22:16.8514374,2015:245:08:22:43.6054999, 9, 9,   0.02,   0.00,   0.00,   0.00,   0.06,57.02223206,138.87701416,34°36'22.46"N,33°07'32.48"E,35°33'14.65"N,32°18'57.85"E,35°15'11.66"N,34°23'19.25"E,33°56'47.65"N,31°52'56.39"E,33°39'05.33"N,33°54'56.95"E,N,L,L,L,L,L,L,H,L,L,Y,NOMINAL,DE,15.751289,LL,LL,LL,LL,LL,LL,HH,LL,LL,ETM+  L1T,GLS2000,GEOTIFF,DEFINITIVE, 35.57503   (35°34'30.11"N),  31.77940  (31°46'45.84"E), 35.57227   (35°34'20.17"N),  34.46775  (34°28'03.90"E), 33.64380   (33°38'37.68"N),  31.80734   (31°48'26.42"E), 33.64123   (33°38'28.43"N),  34.43415   (34°26'02.94"E),14281,16241,7141,8121,7141,8121,,,92,4.586,3.179,3.305,UTM,WGS84,WGS84,36,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,34.60624,33.12569,35.55407,32.31607,35.25324,34.38868,33.94657,31.88233,33.65148,33.91582,LE71760362015245SG100,LE71760362015245SG100,http://earthexplorer.usgs.gov/download/options/5441/LE71760362015245SG100
LE71760362015229SG101,BUMPER,SG1,DAY, 176, 036,2015/08/17,2015:229:08:22:17.3966875,2015:229:08:22:44.1507500, 9, 9,   0.00,   0.00,   0.00,   0.00,   0.00,60.81151199,130.87983704,34°36'22.57"N,33°06'55.40"E,35°33'20.56"N,32°18'20.16"E,35°15'17.28"N,34°22'42.02"E,33°56'54.06"N,31°52'20.75"E,33°39'11.09"N,33°54'21.74"E,N,L,L,L,L,L,L,H,L,L,Y,NOMINAL,DE,-5.552755,LL,LL,LL,LL,LL,LL,HH,LL,LL,ETM+  L1T,GLS2000,GEOTIFF,DEFINITIVE, 35.57216   (35°34'19.78"N),  31.76289  (31°45'46.40"E), 35.56977   (35°34'11.17"N),  34.45115  (34°27'04.14"E), 33.64905   (33°38'56.58"N),  31.79110   (31°47'27.96"E), 33.64683   (33°38'48.59"N),  34.41807   (34°25'05.05"E),14221,16241,7111,8121,7111,8121,,,90,4.324,2.771,3.319,UTM,WGS84,WGS84,36,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,34.60627,33.11539,35.55571,32.3056,35.2548,34.37834,33.94835,31.87243,33.65308,33.90604,LE71760362015229SG101,LE71760362015229SG101,http://earthexplorer.usgs.gov/download/options/5441/LE71760362015229SG101
LE71760362015197SG100,BUMPER,SG1,DAY, 176, 036,2015/07/16,2015:197:08:22:11.0915000,2015:197:08:22:37.8455624, 9, 9,   0.05,   0.01,   0.00,   0.13,   0.06,66.02062988,117.44779205,34°36'21.17"N,33°06'54.61"E,35°33'18.25"N,32°18'19.26"E,35°15'14.11"N,34°22'41.48"E,33°56'52.44"N,31°52'18.55"E,33°39'09.43"N,33°54'20.16"E,N,L,L,L,L,L,L,H,L,L,Y,NOMINAL,DE,8.679915,LL,LL,LL,LL,LL,LL,HH,LL,LL,ETM+  L1T,GLS2000,GEOTIFF,DEFINITIVE, 35.57222   (35°34'19.99"N),  31.76951  (31°46'10.24"E), 35.56973   (35°34'11.03"N),  34.45446  (34°27'16.06"E), 33.64370   (33°38'37.32"N),  31.79764   (31°47'51.50"E), 33.64138   (33°38'28.97"N),  34.42121   (34°25'16.36"E),14261,16221,7131,8111,7131,8111,,,68,5.696,3.754,4.284,UTM,WGS84,WGS84,36,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,34.60588,33.11517,35.55507,32.30535,35.25392,34.37819,33.9479,31.87182,33.65262,33.9056,LE71760362015197SG100,LE71760362015197SG100,http://earthexplorer.usgs.gov/download/options/5441/LE71760362015197SG100
LE71760362015181SG100,BUMPER,SG1,DAY, 176, 036,2015/06/30,2015:181:08:22:05.5933125,2015:181:08:22:32.3473124, 9, 9,   5.19,   9.94,   3.92,   5.60,   1.29,67.52806854,114.64484406,34°36'20.63"N,33°07'31.26"E,35°33'10.12"N,32°18'53.28"E,35°15'06.01"N,34°23'14.78"E,33°56'43.22"N,31°52'53.00"E,33°38'59.78"N,33°54'53.78"E,N,H,H,H,L,H,L,H,H,L,Y,NOMINAL,DE,5.254306,HH,HH,HH,LL,HH,LL,HH,HH,LL,ETM+  L1T,GLS2000,GEOTIFF,DEFINITIVE, 35.57229   (35°34'20.24"N),  31.77613  (31°46'34.07"E), 35.56961   (35°34'10.60"N),  34.46439  (34°27'51.80"E), 33.64106   (33°38'27.82"N),  31.80415   (31°48'14.94"E), 33.63857   (33°38'18.85"N),  34.43087   (34°25'51.13"E),14281,16241,7141,8121,7141,8121,,,40,9.985,7.085,7.036,UTM,WGS84,WGS84,36,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,34.60573,33.12535,35.55281,32.3148,35.25167,34.38744,33.94534,31.88139,33.64994,33.91494,LE71760362015181SG100,LE71760362015181SG100,http://earthexplorer.usgs.gov/download/options/5441/LE71760362015181SG100
LE71760362015165ASN00,BUMPER,ASN,DAY, 176, 036,2015/06/14,2015:165:08:22:03.1964374,2015:165:08:22:29.9504375, 9, 9,  37.14,   4.13,  53.55,   9.24,  81.65,68.18346405,115.66118622,34°36'20.34"N,33°06'56.66"E,35°33'16.99"N,32°18'21.92"E,35°15'12.85"N,34°22'41.95"E,33°56'51.04"N,31°52'21.86"E,33°39'08.03"N,33°54'21.35"E,N,L,L,L,L,L,L,H,L,L,Y,NOMINAL,DE,-9.730118,LL,LL,LL,LL,LL,LL,HH,LL,LL,ETM+  L1T,GLS2000,GEOTIFF,DEFINITIVE, 35.56945   (35°34'10.02"N),  31.76293  (31°45'46.55"E), 35.56706   (35°34'01.42"N),  34.45110  (34°27'03.96"E), 33.64635   (33°38'46.86"N),  31.79113   (31°47'28.07"E), 33.64412   (33°38'38.83"N),  34.41802   (34°25'04.87"E),14221,16241,7111,8121,7111,8121,,,58,5.356,4.37,3.096,UTM,WGS84,WGS84,36,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,34.60565,33.11574,35.55472,32.30609,35.25357,34.37832,33.94751,31.87274,33.65223,33.90593,LE71760362015165ASN00,LE71760362015165ASN00,http://earthexplorer.usgs.gov/download/options/5441/LE71760362015165ASN00
LE71760362015149SG100,BUMPER,SG1,DAY, 176, 036,2015/05/29,2015:149:08:21:55.8718124,2015:149:08:22:22.6258749, 9, 9,  21.43,  41.23,  30.03,   3.70,  10.75,67.65389252,120.1732254,34°36'20.05"N,33°07'29.32"E,35°33'16.67"N,32°18'55.44"E,35°15'12.56"N,34°23'15.36"E,33°56'51.07"N,31°52'54.70"E,33°39'07.99"N,33°54'54.00"E,N,H,H,H,L,H,L,H,H,L,Y,NOMINAL,DE,-3.660823,HH,HH,HH,LL,HH,LL,HH,HH,LL,ETM+  L1T,GLS2000,GEOTIFF,DEFINITIVE, 35.56955   (35°34'10.38"N),  31.77286  (31°46'22.30"E), 35.56698   (35°34'01.13"N),  34.45772  (34°27'27.79"E), 33.64915   (33°38'56.94"N),  31.80080   (31°48'02.88"E), 33.64675   (33°38'48.30"N),  34.42453   (34°25'28.31"E),14201,16221,7101,8111,7101,8111,,,19,4.495,2.958,3.384,UTM,WGS84,WGS84,36,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,34.60557,33.12481,35.55463,32.3154,35.25349,34.3876,33.94752,31.88186,33.65222,33.915,LE71760362015149SG100,LE71760362015149SG100,http://earthexplorer.usgs.gov/download/options/5441/LE71760362015149SG100
LE71760362015133SG100,BUMPER,SG1,DAY, 176, 036,2015/05/13,2015:133:08:21:52.2632499,2015:133:08:22:19.0172499, 9, 9,  49.66,  61.07,  71.56,   8.94,  57.06,65.59435272,126.53665924,34°36'20.30"N,33°07'02.06"E,35°33'14.00"N,32°18'27.18"E,35°15'10.08"N,34°22'47.17"E,33°56'46.72"N,31°52'26.11"E,33°39'03.28"N,33°54'25.31"E,N,L,L,L,L,L,L,H,L,L,Y,NOMINAL,DE,5.126243,LL,LL,LL,LL,LL,LL,HH,LL,LL,ETM+  L1T,GLS2000,GEOTIFF,DEFINITIVE, 35.57222   (35°34'19.99"N),  31.76951  (31°46'10.24"E), 35.56969   (35°34'10.88"N),  34.45777  (34°27'27.97"E), 33.64100   (33°38'27.60"N),  31.79768   (31°47'51.65"E), 33.63864   (33°38'19.10"N),  34.42440   (34°25'27.84"E),14281,16241,7141,8121,7141,8121,,,25,4.846,1.895,4.46,UTM,WGS84,WGS84,36,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,34.60564,33.11724,35.55389,32.30755,35.2528,34.37977,33.94631,31.87392,33.65091,33.90703,LE71760362015133SG100,LE71760362015133SG100,http://earthexplorer.usgs.gov/download/options/5441/LE71760362015133SG100
LE71760362015117SG100,BUMPER,SG1,DAY, 176, 036,2015/04/27,2015:117:08:21:43.6013125,2015:117:08:22:10.3553750, 9, 9,  18.28,   2.93,  52.47,   0.33,  17.38,61.93410873,132.76449585,34°36'20.27"N,33°07'42.56"E,35°33'14.54"N,32°19'09.12"E,35°15'10.33"N,34°23'29.87"E,33°56'47.83"N,31°53'06.83"E,33°39'04.07"N,33°55'06.74"E,N,L,L,L,L,L,L,H,L,L,Y,NOMINAL,DE,12.001195,LL,LL,LL,LL,LL,LL,HH,LL,LL,ETM+  L1T,GLS2000,GEOTIFF,DEFINITIVE, 35.57236   (35°34'20.50"N),  31.78275  (31°46'57.90"E), 35.56957   (35°34'10.45"N),  34.46770  (34°28'03.72"E), 33.64112   (33°38'28.03"N),  31.81061   (31°48'38.20"E), 33.63853   (33°38'18.71"N),  34.43410   (34°26'02.76"E),14281,16221,7141,8111,7141,8111,,,88,5.018,3.354,3.732,UTM,WGS84,WGS84,36,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,34.60563,33.12849,35.55404,32.3192,35.25287,34.39163,33.94662,31.88523,33.65113,33.91854,LE71760362015117SG100,LE71760362015117SG100,http://earthexplorer.usgs.gov/download/options/5441/LE71760362015117SG100
LE71760362015101SG100,BUMPER,SG1,DAY, 176, 036,2015/04/11,2015:101:08:21:38.1989375,2015:101:08:22:04.9529999, 9, 9,  27.00,  22.29,  68.91,   2.01,  14.80,56.95611572,137.817276,34°36'18.68"N,33°07'24.13"E,35°33'08.46"N,32°18'47.48"E,35°15'03.60"N,34°23'08.88"E,33°56'42.47"N,31°52'47.42"E,33°38'58.74"N,33°54'48.20"E,N,L,L,L,L,L,L,H,L,L,Y,NOMINAL,DE,-.98911,LL,LL,LL,LL,LL,LL,HH,LL,LL,ETM+  L1T,GLS2000,GEOTIFF,DEFINITIVE, 35.56959   (35°34'10.52"N),  31.77617  (31°46'34.21"E), 35.56690   (35°34'00.84"N),  34.46434  (34°27'51.62"E), 33.64106   (33°38'27.82"N),  31.80415   (31°48'14.94"E), 33.63857   (33°38'18.85"N),  34.43087   (34°25'51.13"E),14261,16241,7131,8121,7131,8121,,,40,5.577,4.548,3.227,UTM,WGS84,WGS84,36,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,34.60519,33.12337,35.55235,32.31319,35.251,34.3858,33.94513,31.87984,33.64965,33.91339,LE71760362015101SG100,LE71760362015101SG100,http://earthexplorer.usgs.gov/download/options/5441/LE71760362015101SG100
LE71760362015085SG100,BUMPER,SG1,DAY, 176, 036,2015/03/26,2015:085:08:21:29.7106875,2015:085:08:21:56.4647500, 9, 9,   0.38,   0.79,   0.70,   0.03,   0.00,51.15263367,141.69932556,34°36'18.61"N,33°07'45.30"E,35°33'15.80"N,32°19'08.72"E,35°15'11.16"N,34°23'30.55"E,33°56'48.55"N,31°53'08.05"E,33°39'04.18"N,33°55'09.01"E,N,L,L,L,L,L,L,H,L,L,Y,NOMINAL,DE,12.640947,LL,LL,LL,LL,LL,LL,HH,LL,LL,ETM+  L1T,GLS2000,GEOTIFF,DEFINITIVE, 35.57236   (35°34'20.50"N),  31.78275  (31°46'57.90"E), 35.56957   (35°34'10.45"N),  34.46770  (34°28'03.72"E), 33.64112   (33°38'28.03"N),  31.81061   (31°48'38.20"E), 33.63853   (33°38'18.71"N),  34.43410   (34°26'02.76"E),14281,16221,7141,8111,7141,8111,,,164,4.076,2.925,2.839,UTM,WGS84,WGS84,36,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,34.60517,33.12925,35.55439,32.31909,35.2531,34.39182,33.94682,31.88557,33.65116,33.91917,LE71760362015085SG100,LE71760362015085SG100,http://earthexplorer.usgs.gov/download/options/5441/LE71760362015085SG100
LE71760362015069ASN00,BUMPER,ASN,DAY, 176, 036,2015/03/10,2015:069:08:21:19.6855624,2015:069:08:21:46.4396250, 9, 9,   0.68,   1.22,   0.74,   0.62,   0.15,45.081604,144.83465576,34°36'17.53"N,33°08'11.54"E,35°33'18.11"N,32°19'37.42"E,35°15'12.89"N,34°23'58.45"E,33°56'53.20"N,31°53'35.63"E,33°39'09.00"N,33°55'36.08"E,N,L,L,L,L,L,L,H,L,L,Y,NOMINAL,DE,-11.46235,LL,LL,LL,LL,LL,LL,HH,LL,LL,ETM+  L1T,GLS2000,GEOTIFF,DEFINITIVE, 35.57513   (35°34'30.47"N),  31.78933  (31°47'21.59"E), 35.57215   (35°34'19.74"N),  34.47768  (34°28'39.65"E), 33.64389   (33°38'38.00"N),  31.81705   (31°49'01.38"E), 33.64112   (33°38'28.03"N),  34.44385   (34°26'37.86"E),14281,16241,7141,8121,7141,8121,,,181,4.331,3.157,2.965,UTM,WGS84,WGS84,36,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,34.60487,33.13654,35.55503,32.32706,35.25358,34.39957,33.94811,31.89323,33.6525,33.92669,LE71760362015069ASN00,LE71760362015069ASN00,http://earthexplorer.usgs.gov/download/options/5441/LE71760362015069ASN00
LE71760362015037ASN00,BUMPER,ASN,DAY, 176, 036,2015/02/06,2015:037:08:21:08.4271249,2015:037:08:21:35.1811250, 9, 9,  29.67,  22.95,   9.22,  33.09,  53.41,34.36039734,150.39941406,34°36'23.29"N,33°05'51.61"E,35°33'16.49"N,32°17'16.55"E,35°15'13.61"N,34°21'37.04"E,33°56'48.80"N,31°51'15.77"E,33°39'06.80"N,33°53'15.58"E,N,L,L,L,H,H,L,H,H,L,Y,NOMINAL,DE,10.981203,LL,LL,LL,HH,HH,LL,HH,HH,LL,ETM+  L1T,GLS2000,GEOTIFF,DEFINITIVE, 35.56928   (35°34'09.41"N),  31.74638  (31°44'46.97"E), 35.56730   (35°34'02.28"N),  34.43124  (34°25'52.46"E), 33.64619   (33°38'46.28"N),  31.77496   (31°46'29.86"E), 33.64435   (33°38'39.66"N),  34.39862   (34°23'55.03"E),14221,16221,7111,8111,7111,8111,,,150,4.23,2.958,3.024,UTM,WGS84,WGS84,36,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,34.60647,33.09767,35.55458,32.28793,35.25378,34.36029,33.94689,31.85438,33.65189,33.88766,LE71760362015037ASN00,LE71760362015037ASN00,http://earthexplorer.usgs.gov/download/options/5441/LE71760362015037ASN00
