Landsat Scene Identifier,Spacecraft Identifier,Sensor Mode,Station Identifier,Day/Night,WRS Path,WRS Row,WRS Type,Date Acquired,Start Time,Stop Time,Sensor Anomalies,Acquisition Quality,Quality Band 1,Quality Band 2,Quality Band 3,Quality Band 4,Quality Band 5,Quality Band 6,Quality Band 7,Cloud Cover,Cloud Cover Quad Upper Left,Cloud Cover Quad Upper Right,Cloud Cover Quad Lower Left,Cloud Cover Quad Lower Right,Sun Elevation,Sun Azimuth,Scene Center Latitude,Scene Center Longitude,Corner Upper Left Latitude,Corner Upper Left Longitude,Corner Upper Right Latitude,Corner Upper Right Longitude,Corner Lower Left Latitude,Corner Lower Left Longitude,Corner Lower Right Latitude,Corner Lower Right Longitude,Browse  Exists,Data Category,Map Projection LORa,Data Type L0Rp,Data Type Level 1,Elevation Source,Output Format,Ephemeris Type,Corner UL Latitude Product,Corner UL Longitude Product,Corner UR Latitude Product,Corner UR Longitude Product,Corner LL Latitude Product,Corner LL Longitude Product,Corner LR Latitude Product,Corner LR Longitude Product,Reflective Samples,Reflective Lines,Thermal Lines,Thermal Samples,Ground Control Points Model,Geometric RMSE Model,Geometric RMSE Model X,Geometric RMSE Model Y,Geometric RMSE Verify,Map Projection Level 1,Datum,Ellipsoid,UTM Zone,Vertical Long from Pole,True Scale Latitude,False Easting,False Northing,Grid Cell Size Reflective,Grid Cell Size Thermal,Orientation,Resampling Option,Scene Center Latitude dec,Scene Center Longitude dec,Corner Upper Left Lat dec,Corner Upper Left Long dec,Corner Upper Right Lat dec,Corner Upper Right Long dec,Corner Lower Left Lat dec,Corner Lower Left Long dec,Corner Lower Right Lat dec,Corner Lower Right Long dec,Display ID,Ordering ID,Download Link
LT51760361999017XXX02,LANDSAT_5,N/A,XXX,DAY, 176, 036,2,1999/01/17,1999:017:08:01:25.76525,1999:017:08:01:52.84700,N,9,9,9,9,9,9,9,9,40,30,70,10,50,28.10945934,149.09735965, 34.61208   (34°36'43.49"N),  33.11668   (33°07'00.05"E), 35.54365   (35°32'37.14"N),  32.33730  (32°20'14.28"E), 35.25186   (35°15'06.70"N),  34.34227   (34°20'32.17"E), 33.96120   (33°57'40.32"N),  31.90899   (31°54'32.36"E), 33.67477 (33°40'29.17"N),  33.87765   (33°52'39.54"E),Yes                                ,NOMINAL,NA,TMR_L0RP,TM L1T,GLS2000,GEOTIFF,DEFINITIVE, 35.56718   (35°34'01.85"N),  31.80600   (31°48'21.60"N), 35.56495   (35°33'53.82"N),  34.40141   (34°24'05.08"N), 33.63052   (33°37'49.87"N),  31.83340  (31°50'00.24"E), 33.62844   (33°37'42.38"N),  34.36925   (34°22'09.30"N),7841,7161,7161,7841,51,4.706,2.527,3.97,.126,UTM,WGS84,WGS84,36,,,,,30,30,NORTH_UP,CUBIC_CONVOLUTION,34.61208,33.11668,35.54365,32.3373,35.25186,34.34227,33.9612,31.90899,33.67477,33.87765,LT51760361999017XXX02,LT51760361999017XXX02,http://earthexplorer.usgs.gov/download/options/5440/LT51760361999017XXX02
LT51760361998302XXX01,LANDSAT_5,N/A,XXX,DAY, 176, 036,2,1998/10/29,1998:302:08:01:19.42469,1998:302:08:01:46.50038,N,9,9,9,9,9,9,9,9,10,0,10,0,10,37.4366497,152.08714859, 34.61199   (34°36'43.16"N),  33.13549   (33°08'07.76"E), 35.54356   (35°32'36.82"N),  32.35611  (32°21'22.00"E), 35.25177   (35°15'06.37"N),  34.36107   (34°21'39.85"E), 33.96111   (33°57'40.00"N),  31.92780   (31°55'40.08"E), 33.67468 (33°40'28.85"N),  33.89645   (33°53'47.22"E),Yes                                ,NOMINAL,NA,TMR_L0RP,TM L1T,GLS2000,GEOTIFF,DEFINITIVE, 35.56483   (35°33'53.39"N),  31.84245   (31°50'32.82"N), 35.56189   (35°33'42.80"N),  34.43115   (34°25'52.14"N), 33.62814   (33°37'41.30"N),  31.86901  (31°52'08.44"E), 33.62541   (33°37'31.48"N),  34.39831   (34°23'53.92"N),7821,7161,7161,7821,175,3.562,2.39,2.641,.088,UTM,WGS84,WGS84,36,,,,,30,30,NORTH_UP,CUBIC_CONVOLUTION,34.61199,33.13549,35.54356,32.35611,35.25177,34.36107,33.96111,31.9278,33.67468,33.89645,LT51760361998302XXX01,LT51760361998302XXX01,http://earthexplorer.usgs.gov/download/options/5440/LT51760361998302XXX01
LT51760361998286AAA01,LANDSAT_5,N/A,AAA,DAY, 176, 036,2,1998/10/13,1998:286:08:01:15.92875,1998:286:08:01:43.00331,N,9,9,9,9,9,9,9,9,20,30,30,10,10,42.33536559,148.23589018, 34.60798   (34°36'28.73"N),  33.13410   (33°08'02.76"E), 35.53954   (35°32'22.34"N),  32.35476  (32°21'17.14"E), 35.24777   (35°14'51.97"N),  34.35962   (34°21'34.63"E), 33.95709   (33°57'25.52"N),  31.92647   (31°55'35.29"E), 33.67067 (33°40'14.41"N),  33.89504   (33°53'42.14"E),Yes                                ,NOMINAL,NA,TMR_L0RP,TM L1T,GLS2000,GEOTIFF,DEFINITIVE, 35.55675   (35°33'24.30"N),  31.84587   (31°50'45.13"N), 35.55370   (35°33'13.32"N),  34.43762   (34°26'15.43"N), 33.62276   (33°37'21.94"N),  31.87231  (31°52'20.32"E), 33.61993   (33°37'11.75"N),  34.40469   (34°24'16.88"N),7831,7151,7151,7831,167,4.262,2.75,3.256,.129,UTM,WGS84,WGS84,36,,,,,30,30,NORTH_UP,CUBIC_CONVOLUTION,34.60798,33.1341,35.53954,32.35476,35.24777,34.35962,33.95709,31.92647,33.67067,33.89504,LT51760361998286AAA01,LT51760361998286AAA01,http://earthexplorer.usgs.gov/download/options/5440/LT51760361998286AAA01
LT51760361998254XXX02,LANDSAT_5,N/A,XXX,DAY, 176, 036,2,1998/09/11,1998:254:08:01:09.56088,1998:254:08:01:36.63344,N,9,9,9,9,9,9,9,9,0,0,0,0,0,51.65825864,135.7223801, 34.61489   (34°36'53.60"N),  33.11729   (33°07'02.24"E), 35.54646   (35°32'47.26"N),  32.33789  (32°20'16.40"E), 35.25466   (35°15'16.78"N),  34.34292   (34°20'34.51"E), 33.96402   (33°57'50.47"N),  31.90955   (31°54'34.38"E), 33.67757 (33°40'39.25"N),  33.87828   (33°52'41.81"E),Yes                                ,NOMINAL,NA,TMR_L0RP,TM L1T,GLS2000,GEOTIFF,DEFINITIVE, 35.57282   (35°34'22.15"N),  31.82909   (31°49'44.72"N), 35.57001   (35°34'12.04"N),  34.43129   (34°25'52.64"N), 33.63614   (33°38'10.10"N),  31.85597  (31°51'21.49"E), 33.63353   (33°38'00.71"N),  34.39844   (34°23'54.38"N),7861,7161,7161,7861,202,4.072,2.856,2.902,.137,UTM,WGS84,WGS84,36,,,,,30,30,NORTH_UP,CUBIC_CONVOLUTION,34.61489,33.11729,35.54646,32.33789,35.25466,34.34292,33.96402,31.90955,33.67757,33.87828,LT51760361998254XXX02,LT51760361998254XXX02,http://earthexplorer.usgs.gov/download/options/5440/LT51760361998254XXX02
LT51760361998238XXX01,LANDSAT_5,N/A,XXX,DAY, 176, 036,2,1998/08/26,1998:238:08:01:02.54363,1998:238:08:01:29.61494,N,7,7,7,7,7,7,7,7,20,0,0,20,0,55.45067241,127.89335017, 34.61227   (34°36'44.17"N),  33.11630   (33°06'58.68"E), 35.54384   (35°32'37.82"N),  32.33692  (32°20'12.91"E), 35.25205   (35°15'07.38"N),  34.34189   (34°20'30.80"E), 33.96139   (33°57'41.00"N),  31.90860   (31°54'30.96"E), 33.67496 (33°40'29.86"N),  33.87727   (33°52'38.17"E),Yes                                ,NOMINAL,NA,TMR_L0RP,TM L1T,GLS2000,GEOTIFF,DEFINITIVE, 35.56734   (35°34'02.42"N),  31.82255   (31°49'21.18"N), 35.56464   (35°33'52.70"N),  34.42789   (34°25'40.40"N), 33.63067   (33°37'50.41"N),  31.84957  (31°50'58.45"E), 33.62815   (33°37'41.34"N),  34.39512   (34°23'42.43"N),7871,7161,7161,7871,150,4.491,3.398,2.937,.192,UTM,WGS84,WGS84,36,,,,,30,30,NORTH_UP,CUBIC_CONVOLUTION,34.61227,33.1163,35.54384,32.33692,35.25205,34.34189,33.96139,31.9086,33.67496,33.87727,LT51760361998238XXX01,LT51760361998238XXX01,http://earthexplorer.usgs.gov/download/options/5440/LT51760361998238XXX01
LT51760361998158AAA01,LANDSAT_5,N/A,AAA,DAY, 176, 036,2,1998/06/07,1998:158:08:00:14.39150,1998:158:08:00:41.45844,N,9,9,9,9,9,9,9,9,0,0,0,0,0,64.01580464,110.12582175, 34.61487   (34°36'53.53"N),  33.11805   (33°07'04.98"E), 35.54644   (35°32'47.18"N),  32.33865  (32°20'19.14"E), 35.25464   (35°15'16.70"N),  34.34368   (34°20'37.25"E), 33.96400   (33°57'50.40"N),  31.91032   (31°54'37.15"E), 33.67755 (33°40'39.18"N),  33.87903   (33°52'44.51"E),Yes                                ,NOMINAL,NA,TMR_L0RP,TM L1T,GLS2000,GEOTIFF,DEFINITIVE, 35.56741   (35°34'02.68"N),  31.82917   (31°49'45.01"N), 35.56468   (35°33'52.85"N),  34.42458   (34°25'28.49"N), 33.63344   (33°38'00.38"N),  31.85600  (31°51'21.60"E), 33.63089   (33°37'51.20"N),  34.39193   (34°23'30.95"N),7841,7151,7151,7841,178,4.409,3.285,2.941,.187,UTM,WGS84,WGS84,36,,,,,30,30,NORTH_UP,CUBIC_CONVOLUTION,34.61487,33.11805,35.54644,32.33865,35.25464,34.34368,33.964,31.91032,33.67755,33.87903,LT51760361998158AAA01,LT51760361998158AAA01,http://earthexplorer.usgs.gov/download/options/5440/LT51760361998158AAA01
LT51760361998110AAA01,LANDSAT_5,N/A,AAA,DAY, 176, 036,2,1998/04/20,1998:110:07:59:29.13038,1998:110:07:59:56.19425,N,9,9,9,9,9,9,9,9,0,0,0,0,0,56.45177613,127.09244427, 34.61041   (34°36'37.48"N),  33.15714   (33°09'25.70"E), 35.54197   (35°32'31.09"N),  32.37778  (32°22'40.01"E), 35.25019   (35°15'00.68"N),  34.38270   (34°22'57.72"E), 33.95953   (33°57'34.31"N),  31.94947   (31°56'58.09"E), 33.67310 (33°40'23.16"N),  33.91809   (33°55'05.12"E),Yes                                ,NOMINAL,NA,TMR_L0RP,TM L1T,GLS2000,GEOTIFF,DEFINITIVE, 35.56238   (35°33'44.57"N),  31.86896   (31°52'08.26"N), 35.55871   (35°33'31.36"N),  34.47081   (34°28'14.92"N), 33.62838   (33°37'42.17"N),  31.89488  (31°53'41.57"E), 33.62497   (33°37'29.89"N),  34.43711   (34°26'13.60"N),7861,7151,7151,7861,198,4.274,2.943,3.1,.165,UTM,WGS84,WGS84,36,,,,,30,30,NORTH_UP,CUBIC_CONVOLUTION,34.61041,33.15714,35.54197,32.37778,35.25019,34.3827,33.95953,31.94947,33.6731,33.91809,LT51760361998110AAA01,LT51760361998110AAA01,http://earthexplorer.usgs.gov/download/options/5440/LT51760361998110AAA01
LT41760361990224XXX03,LANDSAT_4,N/A,XXX,DAY, 176, 036,2,1990/08/12,1990:224:07:51:11.39700,1990:224:07:51:38.00738,N,9,9,9,9,9,9,9,9,0,0,0,0,0,56.4404885,118.09838217, 34.62770   (34°37'39.72"N),  33.03851   (33°02'18.64"E), 35.55928   (35°33'33.41"N),  32.25901  (32°15'32.44"E), 35.26744   (35°16'02.78"N),  34.26435   (34°15'51.66"E), 33.97685   (33°58'36.66"N),  31.83058   (31°49'50.09"E), 33.69036 (33°41'25.30"N),  33.79959   (33°47'58.52"E),Yes                                ,NOMINAL,NA,TMR_L0RP,TM L1T,GLS2000,GEOTIFF,DEFINITIVE, 35.55839   (35°33'30.20"N),  31.73993   (31°44'23.75"N), 35.55759   (35°33'27.32"N),  34.33508   (34°20'06.29"N), 33.65153   (33°39'05.51"N),  31.76841  (31°46'06.28"E), 33.65078   (33°39'02.81"N),  34.30490   (34°18'17.64"N),7841,7051,7051,7841,252,4.934,3.787,3.162,.211,UTM,WGS84,WGS84,36,,,,,30,30,NORTH_UP,CUBIC_CONVOLUTION,34.6277,33.03851,35.55928,32.25901,35.26744,34.26435,33.97685,31.83058,33.69036,33.79959,LT41760361990224XXX03,LT41760361990224XXX03,http://earthexplorer.usgs.gov/download/options/5440/LT41760361990224XXX03
LT51760361990216XXX03,LANDSAT_5,N/A,XXX,DAY, 176, 036,2,1990/08/04,1990:216:07:42:26.71431,1990:216:07:42:53.53119,N,9,9,9,9,9,9,9,9,0,0,0,0,0,56.05264103,112.26835103, 34.62067   (34°37'14.41"N),  33.06274   (33°03'45.86"E), 35.55225   (35°33'08.10"N),  32.28330  (32°16'59.88"E), 35.26043   (35°15'37.55"N),  34.28846   (34°17'18.46"E), 33.96981   (33°58'11.32"N),  31.85492   (31°51'17.71"E), 33.68334 (33°41'00.02"N),  33.82377   (33°49'25.57"E),Yes                                ,NOMINAL,NA,TMR_L0RP,TM L1T,GLS2000,GEOTIFF,DEFINITIVE, 35.56955   (35°34'10.38"N),  31.77286   (31°46'22.30"N), 35.56807   (35°34'05.05"N),  34.36505   (34°21'54.18"N), 33.64644   (33°38'47.18"N),  31.80084  (31°48'03.02"E), 33.64506   (33°38'42.22"N),  34.33393   (34°20'02.15"N),7831,7111,7111,7831,158,5.391,4.153,3.437,.213,UTM,WGS84,WGS84,36,,,,,30,30,NORTH_UP,CUBIC_CONVOLUTION,34.62067,33.06274,35.55225,32.2833,35.26043,34.28846,33.96981,31.85492,33.68334,33.82377,LT51760361990216XXX03,LT51760361990216XXX03,http://earthexplorer.usgs.gov/download/options/5440/LT51760361990216XXX03
LT41760361990128XXX03,LANDSAT_4,N/A,XXX,DAY, 176, 036,2,1990/05/08,1990:128:07:53:15.79225,1990:128:07:53:42.40256,N,9,9,9,9,9,9,9,9,20,50,10,30,0,59.70324323,118.38292207, 34.63121   (34°37'52.36"N),  33.03654   (33°02'11.54"E), 35.56280   (35°33'46.08"N),  32.25701  (32°15'25.24"E), 35.27095   (35°16'15.42"N),  34.26243   (34°15'44.75"E), 33.98037   (33°58'49.33"N),  31.82856   (31°49'42.82"E), 33.69387 (33°41'37.93"N),  33.79764   (33°47'51.50"E),Yes                                ,NOMINAL,NA,TMR_L0RP,TM L1T,GLS2000,GEOTIFF,DEFINITIVE, 35.56380   (35°33'49.68"N),  31.73984   (31°44'23.42"N), 35.56303   (35°33'46.91"N),  34.33186   (34°19'54.70"N), 33.65694   (33°39'24.98"N),  31.76834  (31°46'06.02"E), 33.65623   (33°39'22.43"N),  34.30175   (34°18'06.30"N),7831,7051,7051,7831,216,4.451,3.212,3.081,.203,UTM,WGS84,WGS84,36,,,,,30,30,NORTH_UP,CUBIC_CONVOLUTION,34.63121,33.03654,35.5628,32.25701,35.27095,34.26243,33.98037,31.82856,33.69387,33.79764,LT41760361990128XXX03,LT41760361990128XXX03,http://earthexplorer.usgs.gov/download/options/5440/LT41760361990128XXX03
LT41760361989365XXX02,LANDSAT_4,N/A,XXX,DAY, 176, 036,2,1989/12/31,1989:365:07:55:10.96381,1989:365:07:55:37.57363,N,9,9,9,9,9,9,9,9,30,20,10,10,10,26.14019801,150.41915806, 34.62687   (34°37'36.73"N),  33.05670   (33°03'24.12"E), 35.55845   (35°33'30.42"N),  32.27721  (32°16'37.96"E), 35.26662   (35°15'59.83"N),  34.28252   (34°16'57.07"E), 33.97602   (33°58'33.67"N),  31.84878   (31°50'55.61"E), 33.68954 (33°41'22.34"N),  33.81777   (33°49'03.97"E),Yes                                ,NOMINAL,NA,TMR_L0RP,TM L1T,GLS2000,GEOTIFF,DEFINITIVE, 35.54234   (35°32'32.42"N),  31.75673   (31°45'24.23"N), 35.54118   (35°32'28.25"N),  34.35136   (34°21'04.90"N), 33.63546   (33°38'07.66"N),  31.78482  (31°47'05.35"E), 33.63438   (33°38'03.77"N),  34.32083   (34°19'14.99"N),7841,7051,7051,7841,214,3.974,2.657,2.955,.127,UTM,WGS84,WGS84,36,,,,,30,30,NORTH_UP,CUBIC_CONVOLUTION,34.62687,33.0567,35.55845,32.27721,35.26662,34.28252,33.97602,31.84878,33.68954,33.81777,LT41760361989365XXX02,LT41760361989365XXX02,http://earthexplorer.usgs.gov/download/options/5440/LT41760361989365XXX02
LT41760361989349XXX02,LANDSAT_4,N/A,XXX,DAY, 176, 036,2,1989/12/15,1989:349:07:55:24.92819,1989:349:07:55:51.53806,N,9,9,9,9,9,9,9,9,0,0,0,0,0,26.77517005,152.38440856, 34.62865   (34°37'43.14"N),  33.03828   (33°02'17.81"E), 35.56024   (35°33'36.86"N),  32.25877  (32°15'31.57"E), 35.26839   (35°16'06.20"N),  34.26413   (34°15'50.87"E), 33.97780   (33°58'40.08"N),  31.83034   (31°49'49.22"E), 33.69131 (33°41'28.72"N),  33.79936   (33°47'57.70"E),Yes                                ,NOMINAL,NA,TMR_L0RP,TM L1T,GLS2000,GEOTIFF,DEFINITIVE, 35.56654   (35°33'59.54"N),  31.74311   (31°44'35.20"N), 35.56566   (35°33'56.38"N),  34.33853   (34°20'18.71"N), 33.65698   (33°39'25.13"N),  31.77157  (31°46'17.65"E), 33.65616   (33°39'22.18"N),  34.30822   (34°18'29.59"N),7841,7061,7061,7841,375,4.097,2.636,3.137,.118,UTM,WGS84,WGS84,36,,,,,30,30,NORTH_UP,CUBIC_CONVOLUTION,34.62865,33.03828,35.56024,32.25877,35.26839,34.26413,33.9778,31.83034,33.69131,33.79936,LT41760361989349XXX02,LT41760361989349XXX02,http://earthexplorer.usgs.gov/download/options/5440/LT41760361989349XXX02
LT41760361989221XXX02,LANDSAT_4,N/A,XXX,DAY, 176, 036,2,1989/08/09,1989:221:07:55:57.07706,1989:221:07:56:23.68663,N,9,9,9,9,9,9,9,9,0,0,0,0,0,57.76079718,118.2412251, 34.62497   (34°37'29.89"N),  33.06317   (33°03'47.41"E), 35.55655   (35°33'23.58"N),  32.28369  (32°17'01.28"E), 35.26472   (35°15'52.99"N),  34.28896   (34°17'20.26"E), 33.97411   (33°58'26.80"N),  31.85528   (31°51'19.01"E), 33.68764 (33°41'15.50"N),  33.82423   (33°49'27.23"E),Yes                                ,NOMINAL,NA,TMR_L0RP,TM L1T,GLS2000,GEOTIFF,DEFINITIVE, 35.56411   (35°33'50.80"N),  31.76963   (31°46'10.67"N), 35.56270   (35°33'45.72"N),  34.36165   (34°21'41.94"N), 33.65453   (33°39'16.31"N),  31.79749  (31°47'50.96"E), 33.65321   (33°39'11.56"N),  34.33082   (34°19'50.95"N),7831,7061,7061,7831,256,5.137,3.861,3.388,.198,UTM,WGS84,WGS84,36,,,,,30,30,NORTH_UP,CUBIC_CONVOLUTION,34.62497,33.06317,35.55655,32.28369,35.26472,34.28896,33.97411,31.85528,33.68764,33.82423,LT41760361989221XXX02,LT41760361989221XXX02,http://earthexplorer.usgs.gov/download/options/5440/LT41760361989221XXX02
LT41760361988331AAA03,LANDSAT_4,N/A,AAA,DAY, 176, 036,2,1988/11/26,1988:331:07:54:11.29094,1988:331:07:54:37.89819,N,7,7,7,7,7,7,7,7,0,0,0,0,0,29.46305792,152.89281019, 34.61752   (34°37'03.07"N),  33.08860   (33°05'18.96"E), 35.54909   (35°32'56.72"N),  32.30918  (32°18'33.05"E), 35.25729   (35°15'26.24"N),  34.31427   (34°18'51.37"E), 33.96665   (33°57'59.94"N),  31.88083   (31°52'50.99"E), 33.68020 (33°40'48.72"N),  33.84960   (33°50'58.56"E),Yes                                ,NOMINAL,NA,TMR_L0RP,TM L1T,GLS2000,GEOTIFF,DEFINITIVE, 35.55623   (35°33'22.43"N),  31.79292   (31°47'34.51"N), 35.55436   (35°33'15.70"N),  34.38137   (34°22'52.93"N), 33.64663   (33°38'47.87"N),  31.82024  (31°49'12.86"E), 33.64488   (33°38'41.57"N),  34.35010   (34°21'00.36"N),7821,7061,7061,7821,362,4.019,2.665,3.008,.098,UTM,WGS84,WGS84,36,,,,,30,30,NORTH_UP,CUBIC_CONVOLUTION,34.61752,33.0886,35.54909,32.30918,35.25729,34.31427,33.96665,31.88083,33.6802,33.8496,LT41760361988331AAA03,LT41760361988331AAA03,http://earthexplorer.usgs.gov/download/options/5440/LT41760361988331AAA03
LT41760361988299AAA03,LANDSAT_4,N/A,AAA,DAY, 176, 036,2,1988/10/25,1988:299:07:53:28.08438,1988:299:07:53:54.69144,N,9,9,9,9,9,9,9,9,0,0,0,0,0,37.71236576,149.16651785, 34.60879   (34°36'31.64"N),  33.13924   (33°08'21.26"E), 35.54035   (35°32'25.26"N),  32.35989  (32°21'35.60"E), 35.24858   (35°14'54.89"N),  34.36477   (34°21'53.17"E), 33.95790   (33°57'28.44"N),  31.93160   (31°55'53.76"E), 33.67148 (33°40'17.33"N),  33.90018   (33°54'00.65"E),Yes                                ,NOMINAL,NA,TMR_L0RP,TM L1T,GLS2000,GEOTIFF,DEFINITIVE, 35.54593   (35°32'45.35"N),  31.84603   (31°50'45.71"N), 35.54293   (35°32'34.55"N),  34.43412   (34°26'02.83"N), 33.63899   (33°38'20.36"N),  31.87210  (31°52'19.56"E), 33.63619   (33°38'10.28"N),  34.40172   (34°24'06.19"N),7821,7051,7051,7821,344,4.287,2.754,3.286,.105,UTM,WGS84,WGS84,36,,,,,30,30,NORTH_UP,CUBIC_CONVOLUTION,34.60879,33.13924,35.54035,32.35989,35.24858,34.36477,33.9579,31.9316,33.67148,33.90018,LT41760361988299AAA03,LT41760361988299AAA03,http://earthexplorer.usgs.gov/download/options/5440/LT41760361988299AAA03
LT41760361988011XXX03,LANDSAT_4,N/A,XXX,DAY, 176, 036,2,1988/01/11,1988:011:07:45:48.52025,1988:011:07:46:15.12594,N,7,7,7,7,7,7,7,7,60,90,50,40,40,25.68032744,146.61436801, 34.60281   (34°36'10.12"N),  33.16910   (33°10'08.76"E), 35.53436   (35°32'03.70"N),  32.38980  (32°23'23.28"E), 35.24261   (35°14'33.40"N),  34.39454   (34°23'40.34"E), 33.95191   (33°57'06.88"N),  31.96155   (31°57'41.58"E), 33.66551 (33°39'55.84"N),  33.93000   (33°55'48.00"E),Yes                                ,NOMINAL,NA,TMR_L0RP,TM L1G,,GEOTIFF,DEFINITIVE, 35.53266   (35°31'57.58"N),  31.87269   (31°52'21.68"N), 35.52905   (35°31'44.58"N),  34.46365   (34°27'49.14"N), 33.62570   (33°37'32.52"N),  31.89815  (31°53'53.34"E), 33.62234   (33°37'20.42"N),  34.43060   (34°25'50.16"N),7831,7051,7051,7831,,,,,,UTM,WGS84,WGS84,36,,,,,30,30,NORTH_UP,CUBIC_CONVOLUTION,34.60281,33.1691,35.53436,32.3898,35.24261,34.39454,33.95191,31.96155,33.66551,33.93,LT41760361988011XXX03,LT41760361988011XXX03,http://earthexplorer.usgs.gov/download/options/5440/LT41760361988011XXX03
LT41760361987344XXX01,LANDSAT_4,N/A,XXX,DAY, 176, 036,2,1987/12/10,1987:344:07:44:28.68825,1987:344:07:44:55.29375,N,9,9,9,9,9,9,9,9,60,50,80,50,70,26.30916864,150.24864039, 34.59733   (34°35'50.39"N),  33.20656   (33°12'23.62"E), 35.52888   (35°31'43.97"N),  32.42730  (32°25'38.28"E), 35.23714   (35°14'13.70"N),  34.43191   (34°25'54.88"E), 33.94642   (33°56'47.11"N),  31.99909   (31°59'56.72"E), 33.66004 (33°39'36.14"N),  33.96742   (33°58'02.71"E),Yes                                ,NOMINAL,NA,TMR_L0RP,TM L1T,GLS2000,GEOTIFF,PREDICTIVE, 35.53311   (35°31'59.20"N),  31.92232   (31°55'20.35"N), 35.52848   (35°31'42.53"N),  34.50996   (34°30'35.86"N), 33.62342   (33°37'24.31"N),  31.94669  (31°56'48.08"E), 33.61910   (33°37'08.76"N),  34.47582   (34°28'32.95"N),7821,7061,7061,7821,130,4.195,2.571,3.315,.104,UTM,WGS84,WGS84,36,,,,,30,30,NORTH_UP,CUBIC_CONVOLUTION,34.59733,33.20656,35.52888,32.4273,35.23714,34.43191,33.94642,31.99909,33.66004,33.96742,LT41760361987344XXX01,LT41760361987344XXX01,http://earthexplorer.usgs.gov/download/options/5440/LT41760361987344XXX01
LT51760361987288XXX03,LANDSAT_5,N/A,XXX,DAY, 176, 036,2,1987/10/15,1987:288:07:49:54.14100,1987:288:07:50:20.84581,N,9,9,9,9,9,9,9,9,0,0,0,0,0,40.5492274,145.38470414, 34.60724   (34°36'26.06"N),  33.15530   (33°09'19.08"E), 35.53880   (35°32'19.68"N),  32.37596  (32°22'33.46"E), 35.24703   (35°14'49.31"N),  34.38081   (34°22'50.92"E), 33.95635   (33°57'22.86"N),  31.94768   (31°56'51.65"E), 33.66993 (33°40'11.75"N),  33.91623   (33°54'58.43"E),Yes                                ,NOMINAL,NA,TMR_L0RP,TM L1T,GLS2000,GEOTIFF,DEFINITIVE, 35.55153   (35°33'05.51"N),  31.86581   (31°51'56.92"N), 35.54798   (35°32'52.73"N),  34.46400   (34°27'50.40"N), 33.63647   (33°38'11.29"N),  31.89154  (31°53'29.54"E), 33.63316   (33°37'59.38"N),  34.43078   (34°25'50.81"N),7851,7081,7081,7851,182,4.203,2.734,3.192,.127,UTM,WGS84,WGS84,36,,,,,30,30,NORTH_UP,CUBIC_CONVOLUTION,34.60724,33.1553,35.5388,32.37596,35.24703,34.38081,33.95635,31.94768,33.66993,33.91623,LT51760361987288XXX03,LT51760361987288XXX03,http://earthexplorer.usgs.gov/download/options/5440/LT51760361987288XXX03
LT51760361987272AAA02,LANDSAT_5,N/A,AAA,DAY, 176, 036,2,1987/09/29,1987:272:07:49:36.02113,1987:272:07:50:02.72300,N,7,7,7,7,7,7,7,7,0,0,0,0,0,45.22671725,139.75171946, 34.61134   (34°36'40.82"N),  33.14935   (33°08'57.66"E), 35.54291   (35°32'34.48"N),  32.36998  (32°22'11.93"E), 35.25112   (35°15'04.03"N),  34.37492   (34°22'29.71"E), 33.96046   (33°57'37.66"N),  31.94167   (31°56'30.01"E), 33.67403 (33°40'26.51"N),  33.91031   (33°54'37.12"E),Yes                                ,NOMINAL,NA,TMR_L0RP,TM L1T,GLS2000,GEOTIFF,DEFINITIVE, 35.55691   (35°33'24.88"N),  31.86242   (31°51'44.71"N), 35.55350   (35°33'12.60"N),  34.45417   (34°27'15.01"N), 33.64185   (33°38'30.66"N),  31.88824  (31°53'17.66"E), 33.63868   (33°38'19.25"N),  34.42117   (34°25'16.21"N),7831,7081,7081,7831,190,4.321,2.899,3.204,.135,UTM,WGS84,WGS84,36,,,,,30,30,NORTH_UP,CUBIC_CONVOLUTION,34.61134,33.14935,35.54291,32.36998,35.25112,34.37492,33.96046,31.94167,33.67403,33.91031,LT51760361987272AAA02,LT51760361987272AAA02,http://earthexplorer.usgs.gov/download/options/5440/LT51760361987272AAA02
