browseAvailable,browseURL,sceneID,sensor,acquisitionDate,dateUpdated,path,row,upperLeftCornerLatitude,upperLeftCornerLongitude,upperRightCornerLatitude,upperRightCornerLongitude,lowerLeftCornerLatitude,lowerLeftCornerLongitude,lowerRightCornerLatitude,lowerRightCornerLongitude,sceneCenterLatitude,sceneCenterLongitude,cloudCover,cloudCoverFull,FULL_UL_QUAD_CCA,FULL_UR_QUAD_CCA,FULL_LL_QUAD_CCA,FULL_LR_QUAD_CCA,dayOrNight,flightPath,sunElevation,sunAzimuth,receivingStation,sceneStartTime,sceneStopTime,imageQuality1,imageQuality2,gainBand1,gainBand2,gainBand3,gainBand4,gainBand5,gainBand6H,gainBand6L,gainBand7,gainBand8,gainChangeBand1,gainChangeBand2,gainChangeBand3,gainChangeBand4,gainChangeBand5,gainChangeBand6H,gainChangeBand6L,gainChangeBand7,gainChangeBand8,DATA_TYPE_L1,cartURL,DATE_ACQUIRED_GAP_FILL,DATUM,ELEVATION_SOURCE,ELLIPSOID,EPHEMERIS_TYPE,FALSE_EASTING,FALSE_NORTHING,GAP_FILL,GROUND_CONTROL_POINTS_MODEL,GEOMETRIC_RMSE_MODEL,GEOMETRIC_RMSE_MODEL_X,GEOMETRIC_RMSE_MODEL_Y,GRID_CELL_SIZE_PANCHROMATIC,GRID_CELL_SIZE_REFLECTIVE,GRID_CELL_SIZE_THERMAL,MAP_PROJECTION_L1,ORIENTATION,OUTPUT_FORMAT,PANCHROMATIC_LINES,PANCHROMATIC_SAMPLES,L1_AVAILABLE,REFLECTIVE_LINES,REFLECTIVE_SAMPLES,RESAMPLING_OPTION,SCAN_GAP_INTERPOLATION,THERMAL_LINES,THERMAL_SAMPLES,TRUE_SCALE_LAT,UTM_ZONE,VERTICAL_LON_FROM_POLE,PROCESSING_SOFTWARE_VERSION,CPF_NAME,GROUND_CONTROL_POINTS_VERSION,DATE_L1_GENERATED
Y,http://earthexplorer.usgs.gov/browse/etm/176/36/2012/LE71760362012093ASN00.jpg,LE71760362012093ASN00,LANDSAT_ETM_SLC_OFF,2012-04-02,2014-12-13,176,36,35.55674,32.28699,35.25607,34.36014,33.94932,31.8539,33.65439,33.88797,34.60727,33.09723,0,   0.39,   0.82,   0.62,   0.13,   0.00,DAY,DAY,53.32979202,138.13945007,ASN,2012:093:08:16:32.6548124,2012:093:08:16:59.4088749,9,9,L,L,L,L,L,H,L,L,L,LL,LL,LL,LL,LL,LL,HH,LL,LL,L1T,http://earthexplorer.usgs.gov/order/process?dataset_name=LANDSAT_ETM_SLC_OFF&ordered=LE71760362012093ASN00,,WGS84,GLS2000,WGS84,DEFINITIVE,,,,170,4.038,2.799,2.911,15,30,30,UTM,NORTH_UP,GEOTIFF,14201,16161,Y,7101,8081,CUBIC_CONVOLUTION,2,7101,8081,,36,,LPGS_12.5.0,L7CPF20120401_20120630.12,,2014-12-13 10:36:44
Y,http://earthexplorer.usgs.gov/browse/etm/176/36/2012/LE71760362012077ASN00.jpg,LE71760362012077ASN00,LANDSAT_ETM_SLC_OFF,2012-03-17,2014-12-13,176,36,35.55465,32.28761,35.25401,34.35967,33.94696,31.85423,33.65207,33.88723,34.60681,33.09738,0,   0.75,   0.74,   1.15,   0.03,   1.08,DAY,DAY,47.38608551,141.78483582,ASN,2012:077:08:16:33.8890625,2012:077:08:17:00.6431250,9,9,L,L,L,L,L,H,L,L,L,LL,LL,LL,LL,LL,LL,HH,LL,LL,L1T,http://earthexplorer.usgs.gov/order/process?dataset_name=LANDSAT_ETM_SLC_OFF&ordered=LE71760362012077ASN00,,WGS84,GLS2000,WGS84,DEFINITIVE,,,,204,4.25,3.053,2.957,15,30,30,UTM,NORTH_UP,GEOTIFF,14201,16141,Y,7101,8071,CUBIC_CONVOLUTION,2,7101,8071,,36,,LPGS_12.5.0,L7CPF20120101_20120331.11,,2014-12-13 10:39:29
Y,http://earthexplorer.usgs.gov/browse/etm/176/36/2012/LE71760362012029ASN00.jpg,LE71760362012029ASN00,LANDSAT_ETM_SLC_OFF,2012-01-29,2015-01-05,176,36,35.55257,32.29554,35.25159,34.36799,33.94511,31.86244,33.64991,33.89577,34.6059,33.10605,7,  73.96,  90.52,  86.58,  74.62,  44.14,DAY,DAY,31.84242439,150.67045593,ASN,2012:029:08:16:28.5386874,2012:029:08:16:55.2926875,9,9,L,L,L,H,H,H,L,H,L,LL,LL,LL,HH,HH,LL,HH,HH,LL,L1G,http://earthexplorer.usgs.gov/order/process?dataset_name=LANDSAT_ETM_SLC_OFF&ordered=LE71760362012029ASN00,,WGS84,,WGS84,DEFINITIVE,,,,,,,,15,30,30,UTM,NORTH_UP,GEOTIFF,14261,16161,Y,7131,8081,CUBIC_CONVOLUTION,2,7131,8081,,36,,LPGS_12.5.0,L7CPF20120101_20120331.11,,2015-01-05 12:24:58
Y,http://earthexplorer.usgs.gov/browse/etm/176/36/2012/LE71760362012013ASN00.jpg,LE71760362012013ASN00,LANDSAT_ETM_SLC_OFF,2012-01-13,2014-12-13,176,36,35.55283,32.28158,35.25158,34.35501,33.94622,31.8484,33.6508,33.88272,34.60583,33.09278,2,  25.14,  46.23,  34.79,   8.83,  10.71,DAY,DAY,29.08237648,153.44656372,ASN,2012:013:08:16:28.3312499,2012:013:08:16:55.0853124,9,9,L,L,L,H,H,H,L,H,L,LL,LL,LL,HH,HH,LL,HH,HH,LL,L1T,http://earthexplorer.usgs.gov/order/process?dataset_name=LANDSAT_ETM_SLC_OFF&ordered=LE71760362012013ASN00,,WGS84,GLS2000,WGS84,DEFINITIVE,,,,145,3.632,2.237,2.861,15,30,30,UTM,NORTH_UP,GEOTIFF,14261,16161,Y,7131,8081,CUBIC_CONVOLUTION,2,7131,8081,,36,,LPGS_12.5.0,L7CPF20120101_20120331.11,,2014-12-13 10:46:22
Y,http://earthexplorer.usgs.gov/browse/etm/176/36/2011/LE71760362011362ASN00.jpg,LE71760362011362ASN00,LANDSAT_ETM_SLC_OFF,2011-12-28,2014-12-13,176,36,35.55355,32.27551,35.25208,34.34967,33.94688,31.84319,33.65118,33.87824,34.60537,33.08664,1,  16.39,  18.61,  19.12,  12.45,  15.38,DAY,DAY,28.09264755,155.90148926,ASN,2011:362:08:16:25.0003124,2011:362:08:16:51.7543749,9,9,L,L,L,H,H,H,L,H,L,LL,LL,LL,HH,HH,LL,HH,HH,LL,L1T,http://earthexplorer.usgs.gov/order/process?dataset_name=LANDSAT_ETM_SLC_OFF&ordered=LE71760362011362ASN00,,WGS84,GLS2000,WGS84,DEFINITIVE,,,,148,3.888,2.484,2.991,15,30,30,UTM,NORTH_UP,GEOTIFF,14201,16141,Y,7101,8071,CUBIC_CONVOLUTION,2,7101,8071,,36,,LPGS_12.5.0,L7CPF20111001_20111231.14,,2014-12-13 10:41:41
Y,http://earthexplorer.usgs.gov/browse/etm/176/36/2011/LE71760362011346ASN00.jpg,LE71760362011346ASN00,LANDSAT_ETM_SLC_OFF,2011-12-12,2014-12-13,176,36,35.55513,32.30257,35.25345,34.37597,33.9479,31.86862,33.65204,33.90294,34.60556,33.11272,6,  66.02,  47.74,  76.79,  99.09,  40.47,DAY,DAY,28.93361664,157.68974304,ASN,2011:346:08:16:12.9598125,2011:346:08:16:39.7138750,9,9,L,L,L,H,H,H,L,H,L,LL,LL,LL,HH,HH,LL,HH,HH,LL,L1T,http://earthexplorer.usgs.gov/order/process?dataset_name=LANDSAT_ETM_SLC_OFF&ordered=LE71760362011346ASN00,,WGS84,GLS2000,WGS84,DEFINITIVE,,,,168,4.389,2.925,3.272,15,30,30,UTM,NORTH_UP,GEOTIFF,14201,16161,Y,7101,8081,CUBIC_CONVOLUTION,2,7101,8081,,36,,LPGS_12.5.0,L7CPF20111001_20111231.14,,2014-12-13 10:41:58
Y,http://earthexplorer.usgs.gov/browse/etm/176/36/2011/LE71760362011330ASN00.jpg,LE71760362011330ASN00,LANDSAT_ETM_SLC_OFF,2011-11-26,2014-09-29,176,36,35.55565,32.29451,35.25405,34.3669,33.94876,31.86123,33.65296,33.89458,34.60548,33.1044,0,   0.63,   0.47,   0.37,   1.43,   0.27,DAY,DAY,31.44929314,158.43096924,ASN,2011:330:08:16:08.2453750,2011:330:08:16:34.9994374,9,9,L,L,L,H,H,H,L,H,L,LL,LL,LL,HH,HH,LL,HH,HH,LL,L1T,http://earthexplorer.usgs.gov/order/process?dataset_name=LANDSAT_ETM_SLC_OFF&ordered=LE71760362011330ASN00,,WGS84,GLS2000,WGS84,DEFINITIVE,,,,156,3.831,2.345,3.029,15,30,30,UTM,NORTH_UP,GEOTIFF,14241,16161,Y,7121,8081,CUBIC_CONVOLUTION,2,7121,8081,,36,,LPGS_12.5.0,L7CPF20111001_20111231.14,,2014-09-29 19:13:29
Y,http://earthexplorer.usgs.gov/browse/etm/176/36/2011/LE71760362011314ASN00.jpg,LE71760362011314ASN00,LANDSAT_ETM_SLC_OFF,2011-11-10,2014-12-13,176,36,35.55462,32.30803,35.25303,34.37955,33.9478,31.87437,33.652,33.90685,34.60529,33.11731,0,  10.02,  15.53,   8.77,  10.98,   4.80,DAY,DAY,35.30020905,157.79118347,ASN,2011:314:08:15:57.6099375,2011:314:08:16:24.3639374,9,9,L,L,L,H,H,H,L,H,L,LL,LL,LL,HH,HH,LL,HH,HH,LL,L1T,http://earthexplorer.usgs.gov/order/process?dataset_name=LANDSAT_ETM_SLC_OFF&ordered=LE71760362011314ASN00,,WGS84,GLS2000,WGS84,DEFINITIVE,,,,106,4.156,2.479,3.336,15,30,30,UTM,NORTH_UP,GEOTIFF,14201,16161,Y,7101,8081,CUBIC_CONVOLUTION,2,7101,8081,,36,,LPGS_12.5.0,L7CPF20111001_20111231.14,,2014-12-13 10:38:49
Y,http://earthexplorer.usgs.gov/browse/etm/176/36/2011/LE71760362011202ASN00.jpg,LE71760362011202ASN00,LANDSAT_ETM_SLC_OFF,2011-07-21,2014-12-13,176,36,35.55609,32.2935,35.25549,34.36491,33.94911,31.8606,33.65437,33.89299,34.60799,33.10308,0,   0.00,   0.00,   0.00,   0.00,   0.00,DAY,DAY,64.26195526,116.81063843,ASN,2011:202:08:15:56.9717500,2011:202:08:16:23.7257499,9,9,L,L,L,L,L,H,L,L,L,LL,LL,LL,LL,LL,LL,HH,LL,LL,L1T,http://earthexplorer.usgs.gov/order/process?dataset_name=LANDSAT_ETM_SLC_OFF&ordered=LE71760362011202ASN00,,WGS84,GLS2000,WGS84,DEFINITIVE,,,,81,5.732,3.805,4.287,15,30,30,UTM,NORTH_UP,GEOTIFF,14181,16141,Y,7091,8071,CUBIC_CONVOLUTION,2,7091,8071,,36,,LPGS_12.5.0,L7CPF20110701_20110930.13,,2014-12-13 10:30:00
Y,http://earthexplorer.usgs.gov/browse/etm/176/36/2011/LE71760362011186ASN00.jpg,LE71760362011186ASN00,LANDSAT_ETM_SLC_OFF,2011-07-05,2014-12-13,176,36,35.55594,32.2987,35.25544,34.36982,33.94847,31.86598,33.65371,33.89801,34.60791,33.10806,0,   0.27,   0.04,   0.08,   0.74,   0.24,DAY,DAY,65.97884369,113.05343628,ASN,2011:186:08:15:58.1294374,2011:186:08:16:24.8834375,9,9,L,L,L,L,L,H,L,L,L,LL,LL,LL,LL,LL,LL,HH,LL,LL,L1T,http://earthexplorer.usgs.gov/order/process?dataset_name=LANDSAT_ETM_SLC_OFF&ordered=LE71760362011186ASN00,,WGS84,GLS2000,WGS84,DEFINITIVE,,,,64,4.732,3.396,3.295,15,30,30,UTM,NORTH_UP,GEOTIFF,14241,16121,Y,7121,8061,CUBIC_CONVOLUTION,2,7121,8061,,36,,LPGS_12.5.0,L7CPF20110701_20110930.13,,2014-12-13 10:36:15
Y,http://earthexplorer.usgs.gov/browse/etm/176/36/2011/LE71760362011170ASN00.jpg,LE71760362011170ASN00,LANDSAT_ETM_SLC_OFF,2011-06-19,2014-12-13,176,36,35.55566,32.29462,35.25504,34.36638,33.94826,31.86179,33.65332,33.89442,34.60786,33.1046,0,   0.41,   0.13,   0.29,   0.06,   1.15,DAY,DAY,66.94441986,112.846138,ASN,2011:170:08:16:00.8580000,2011:170:08:16:27.6119375,9,9,L,L,L,L,L,H,L,L,L,LL,LL,LL,LL,LL,LL,HH,LL,LL,L1T,http://earthexplorer.usgs.gov/order/process?dataset_name=LANDSAT_ETM_SLC_OFF&ordered=LE71760362011170ASN00,,WGS84,GLS2000,WGS84,DEFINITIVE,,,,75,4.459,2.812,3.461,15,30,30,UTM,NORTH_UP,GEOTIFF,14241,16121,Y,7121,8061,CUBIC_CONVOLUTION,2,7121,8061,,36,,LPGS_12.5.0,L7CPF20110401_20110630.15,,2014-12-13 10:40:34
Y,http://earthexplorer.usgs.gov/browse/etm/176/36/2011/LE71760362011122ASN00.jpg,LE71760362011122ASN00,LANDSAT_ETM_SLC_OFF,2011-05-02,2014-12-13,176,36,35.5573,32.29578,35.25615,34.36942,33.95039,31.86244,33.65514,33.89702,34.60741,33.10603,0,   3.58,   0.86,   7.97,   0.04,   5.44,DAY,DAY,62.31720352,128.64250183,ASN,2011:122:08:16:03.4909374,2011:122:08:16:30.2449375,9,9,L,L,L,L,L,H,L,L,L,LL,LL,LL,LL,LL,LL,HH,LL,LL,L1T,http://earthexplorer.usgs.gov/order/process?dataset_name=LANDSAT_ETM_SLC_OFF&ordered=LE71760362011122ASN00,,WGS84,GLS2000,WGS84,DEFINITIVE,,,,114,4.621,3.097,3.429,15,30,30,UTM,NORTH_UP,GEOTIFF,14261,16141,Y,7131,8071,CUBIC_CONVOLUTION,2,7131,8071,,36,,LPGS_12.5.0,L7CPF20110401_20110630.15,,2014-12-13 10:56:14
Y,http://earthexplorer.usgs.gov/browse/etm/176/36/2010/LE71760362010359ASN00.jpg,LE71760362010359ASN00,LANDSAT_ETM_SLC_OFF,2010-12-25,2014-09-29,176,36,35.55496,32.31419,35.25323,34.38734,33.94767,31.88066,33.65173,33.91475,34.60527,33.1237,1,  16.41,  27.24,  20.17,   6.55,  11.70,DAY,DAY,28.05011177,156.09721375,ASN,2010:359:08:15:32.7166874,2010:359:08:15:59.4708125,9,9,L,L,L,H,H,H,L,H,L,LL,LL,LL,HH,HH,LL,HH,HH,LL,L1T,http://earthexplorer.usgs.gov/order/process?dataset_name=LANDSAT_ETM_SLC_OFF&ordered=LE71760362010359ASN00,,WGS84,GLS2000,WGS84,DEFINITIVE,,,,145,4.063,2.915,2.831,15,30,30,UTM,NORTH_UP,GEOTIFF,14261,16141,Y,7131,8071,CUBIC_CONVOLUTION,2,7131,8071,,36,,LPGS_12.5.0,L7CPF20101001_20101231.13,,2014-09-29 19:13:07
Y,http://earthexplorer.usgs.gov/browse/etm/176/36/2010/LE71760362010343ASN00.jpg,LE71760362010343ASN00,LANDSAT_ETM_SLC_OFF,2010-12-09,2014-12-13,176,36,35.55489,32.31121,35.25325,34.38321,33.94754,31.87671,33.65164,33.90965,34.60533,33.12012,0,   1.35,   2.58,   2.23,   0.21,   0.39,DAY,DAY,29.19763947,157.71789551,ASN,2010:343:08:15:25.3435624,2010:343:08:15:52.0976250,9,9,L,L,L,H,H,H,L,H,L,LL,LL,LL,HH,HH,LL,HH,HH,LL,L1T,http://earthexplorer.usgs.gov/order/process?dataset_name=LANDSAT_ETM_SLC_OFF&ordered=LE71760362010343ASN00,,WGS84,GLS2000,WGS84,DEFINITIVE,,,,149,4.07,2.526,3.191,15,30,30,UTM,NORTH_UP,GEOTIFF,14261,16141,Y,7131,8071,CUBIC_CONVOLUTION,2,7131,8071,,36,,LPGS_12.5.0,L7CPF20101001_20101231.13,,2014-12-13 10:50:06
Y,http://earthexplorer.usgs.gov/browse/etm/176/36/2010/LE71760362010311ASN00.jpg,LE71760362010311ASN00,LANDSAT_ETM_SLC_OFF,2010-11-07,2014-12-13,176,36,35.55285,32.32072,35.25106,34.39225,33.94573,31.88701,33.64975,33.91946,34.6048,33.1307,0,   9.65,   5.06,  19.16,   3.50,  10.89,DAY,DAY,36.00199509,157.29142761,ASN,2010:311:08:15:03.4244999,2010:311:08:15:30.1785625,9,9,L,L,L,H,L,H,L,L,L,LL,LL,LL,HH,LL,LL,HH,LL,LL,L1T,http://earthexplorer.usgs.gov/order/process?dataset_name=LANDSAT_ETM_SLC_OFF&ordered=LE71760362010311ASN00,,WGS84,GLS2000,WGS84,DEFINITIVE,,,,116,3.903,2.466,3.025,15,30,30,UTM,NORTH_UP,GEOTIFF,14201,16121,Y,7101,8061,CUBIC_CONVOLUTION,2,7101,8061,,36,,LPGS_12.5.0,L7CPF20101001_20101231.13,,2014-12-13 10:47:32
Y,http://earthexplorer.usgs.gov/browse/etm/176/36/2010/LE71760362010295ASN00.jpg,LE71760362010295ASN00,LANDSAT_ETM_SLC_OFF,2010-10-22,2014-12-13,176,36,35.55519,32.31528,35.25323,34.38772,33.94777,31.88099,33.65157,33.91429,34.60444,33.12424,2,  27.24,  47.90,   9.60,  32.27,  19.21,DAY,DAY,40.82523727,154.703125,ASN,2010:295:08:14:53.7229374,2010:295:08:15:20.4769999,9,9,H,H,H,H,H,H,L,H,L,HH,HH,HH,HH,HH,LL,HH,HH,LL,L1T,http://earthexplorer.usgs.gov/order/process?dataset_name=LANDSAT_ETM_SLC_OFF&ordered=LE71760362010295ASN00,,WGS84,GLS2000,WGS84,DEFINITIVE,,,,78,3.816,2.669,2.728,15,30,30,UTM,NORTH_UP,GEOTIFF,14201,16121,Y,7101,8061,CUBIC_CONVOLUTION,2,7101,8061,,36,,LPGS_12.5.0,L7CPF20101001_20101231.13,,2014-12-13 10:50:46
Y,http://earthexplorer.usgs.gov/browse/etm/176/36/2010/LE71760362010167ASN00.jpg,LE71760362010167ASN00,LANDSAT_ETM_SLC_OFF,2010-06-16,2014-09-29,176,36,35.55322,32.30511,35.2522,34.37763,33.94585,31.87161,33.65055,33.905,34.60704,33.11525,0,   0.04,   0.00,   0.01,   0.00,   0.17,DAY,DAY,66.75460815,112.73362732,ASN,2010:167:08:14:35.0410624,2010:167:08:15:01.7949999,9,9,H,H,H,L,H,H,L,H,L,HH,HH,HH,LL,HH,LL,HH,HH,LL,L1T,http://earthexplorer.usgs.gov/order/process?dataset_name=LANDSAT_ETM_SLC_OFF&ordered=LE71760362010167ASN00,,WGS84,GLS2000,WGS84,DEFINITIVE,,,,54,5.356,2.705,4.623,15,30,30,UTM,NORTH_UP,GEOTIFF,14241,16121,Y,7121,8061,CUBIC_CONVOLUTION,2,7121,8061,,36,,LPGS_12.5.0,L7CPF20100401_20100630.12,,2014-09-29 19:12:10
Y,http://earthexplorer.usgs.gov/browse/etm/176/36/2010/LE71760362010151ASN00.jpg,LE71760362010151ASN00,LANDSAT_ETM_SLC_OFF,2010-05-31,2014-12-13,176,36,35.55606,32.29876,35.25478,34.37214,33.94934,31.86594,33.65395,33.90022,34.60676,33.1091,0,   0.02,   0.00,   0.00,   0.08,   0.00,DAY,DAY,66.46762085,116.64870453,ASN,2010:151:08:14:34.4386874,2010:151:08:15:01.1926250,9,9,L,L,L,L,L,H,L,L,L,LL,LL,LL,LL,LL,LL,HH,LL,LL,L1T,http://earthexplorer.usgs.gov/order/process?dataset_name=LANDSAT_ETM_SLC_OFF&ordered=LE71760362010151ASN00,,WGS84,GLS2000,WGS84,DEFINITIVE,,,,86,4.845,3.415,3.437,15,30,30,UTM,NORTH_UP,GEOTIFF,14241,16121,Y,7121,8061,CUBIC_CONVOLUTION,2,7121,8061,,36,,LPGS_12.5.0,L7CPF20100401_20100630.12,,2014-12-13 10:50:22
Y,http://earthexplorer.usgs.gov/browse/etm/176/36/2010/LE71760362010119ASN00.jpg,LE71760362010119ASN00,LANDSAT_ETM_SLC_OFF,2010-04-29,2014-12-13,176,36,35.55329,32.26264,35.2521,34.33555,33.94594,31.82835,33.65044,33.86217,34.6068,33.07267,5,  53.78,  92.41,  29.25,  64.76,  28.71,DAY,DAY,61.38357544,129.09687805,ASN,2010:119:08:14:38.0703125,2010:119:08:15:04.8243124,9,9,H,H,H,L,H,H,L,H,L,HH,HH,HH,LL,HH,LL,HH,HH,LL,L1T,http://earthexplorer.usgs.gov/order/process?dataset_name=LANDSAT_ETM_SLC_OFF&ordered=LE71760362010119ASN00,,WGS84,GLS2000,WGS84,DEFINITIVE,,,,22,5.041,3.342,3.774,15,30,30,UTM,NORTH_UP,GEOTIFF,14241,16121,Y,7121,8061,CUBIC_CONVOLUTION,2,7121,8061,,36,,LPGS_12.5.0,L7CPF20100401_20100630.12,,2014-12-13 10:48:16
Y,http://earthexplorer.usgs.gov/browse/etm/176/36/2010/LE71760362010103ASN00.jpg,LE71760362010103ASN00,LANDSAT_ETM_SLC_OFF,2010-04-13,2014-12-13,176,36,35.55281,32.2431,35.25162,34.31505,33.94562,31.8102,33.65029,33.84312,34.60645,33.05366,2,  21.11,  21.01,  24.57,   5.57,  33.28,DAY,DAY,56.66424179,134.50990295,ASN,2010:103:08:14:39.5659999,2010:103:08:15:06.3200000,9,9,L,L,L,L,L,H,L,L,L,LL,LL,LL,LL,LL,LL,HH,LL,LL,L1T,http://earthexplorer.usgs.gov/order/process?dataset_name=LANDSAT_ETM_SLC_OFF&ordered=LE71760362010103ASN00,,WGS84,GLS2000,WGS84,DEFINITIVE,,,,78,4.207,2.928,3.021,15,30,30,UTM,NORTH_UP,GEOTIFF,14261,16121,Y,7131,8061,CUBIC_CONVOLUTION,2,7131,8061,,36,,LPGS_12.5.0,L7CPF20100401_20100630.12,,2014-12-13 10:47:46
Y,http://earthexplorer.usgs.gov/browse/etm/176/36/2010/LE71760362010007ASN00.jpg,LE71760362010007ASN00,LANDSAT_ETM_SLC_OFF,2010-01-07,2014-09-29,176,36,35.55325,32.27898,35.25134,34.35239,33.94608,31.84498,33.64987,33.8793,34.60492,33.08927,0,   0.49,   0.60,   1.23,   0.14,   0.00,DAY,DAY,28.29772568,153.71040344,ASN,2010:007:08:13:50.1791875,2010:007:08:14:16.9331874,9,9,L,L,L,H,H,H,L,H,L,LL,LL,LL,HH,HH,LL,HH,HH,LL,L1T,http://earthexplorer.usgs.gov/order/process?dataset_name=LANDSAT_ETM_SLC_OFF&ordered=LE71760362010007ASN00,,WGS84,GLS2000,WGS84,DEFINITIVE,,,,212,3.478,2.244,2.657,15,30,30,UTM,NORTH_UP,GEOTIFF,14201,16121,Y,7101,8061,CUBIC_CONVOLUTION,2,7101,8061,,36,,LPGS_12.5.0,L7CPF20100101_20100331.13,,2014-09-29 19:11:50
Y,http://earthexplorer.usgs.gov/browse/etm/176/36/2009/LE71760362009356ASN00.jpg,LE71760362009356ASN00,LANDSAT_ETM_SLC_OFF,2009-12-22,2014-10-03,176,36,35.55194,32.30037,35.25001,34.37288,33.94482,31.86703,33.64866,33.90048,34.60448,33.1106,1,  14.61,  11.65,  35.56,   8.27,   2.95,DAY,DAY,27.95477867,155.95327759,ASN,2009:356:08:13:33.9726250,2009:356:08:14:00.7266250,9,9,L,L,L,H,H,H,L,H,L,LL,LL,LL,HH,HH,LL,HH,HH,LL,L1T,http://earthexplorer.usgs.gov/order/process?dataset_name=LANDSAT_ETM_SLC_OFF&ordered=LE71760362009356ASN00,,WGS84,GLS2000,WGS84,DEFINITIVE,,,,189,3.845,2.663,2.774,15,30,30,UTM,NORTH_UP,GEOTIFF,14201,16121,Y,7101,8061,CUBIC_CONVOLUTION,2,7101,8061,,36,,LPGS_12.5.0,L7CPF20091001_20091231.12,,2014-10-03 13:07:16
Y,http://earthexplorer.usgs.gov/browse/etm/176/36/2009/LE71760362009244ASN00.jpg,LE71760362009244ASN00,LANDSAT_ETM_SLC_OFF,2009-09-01,2014-12-13,176,36,35.55733,32.27766,35.25642,34.35123,33.95032,31.84521,33.65521,33.8797,34.60809,33.08844,0,   0.32,   0.03,   1.00,   0.18,   0.05,DAY,DAY,55.78646851,134.99885559,ASN,2009:244:08:12:36.8756250,2009:244:08:13:03.6295624,9,9,H,H,H,L,H,H,L,H,L,HH,HH,HH,LL,HH,LL,HH,HH,LL,L1T,http://earthexplorer.usgs.gov/order/process?dataset_name=LANDSAT_ETM_SLC_OFF&ordered=LE71760362009244ASN00,,WGS84,GLS2000,WGS84,DEFINITIVE,,,,88,4.783,3.508,3.251,15,30,30,UTM,NORTH_UP,GEOTIFF,14241,16121,Y,7121,8061,CUBIC_CONVOLUTION,2,7121,8061,,36,,LPGS_12.5.0,L7CPF20090701_20090930.15,,2014-12-13 10:51:45
Y,http://earthexplorer.usgs.gov/browse/etm/176/36/2009/LE71760362009228ASN00.jpg,LE71760362009228ASN00,LANDSAT_ETM_SLC_OFF,2009-08-16,2014-12-13,176,36,35.55588,32.29157,35.25508,34.36425,33.94819,31.85931,33.65313,33.89291,34.6074,33.10236,0,   0.00,   0.00,   0.00,   0.00,   0.00,DAY,DAY,59.3720932,127.04263306,ASN,2009:228:08:12:36.7604374,2009:228:08:13:03.5144374,9,9,H,H,H,L,H,H,L,H,L,HH,HH,HH,LL,HH,LL,HH,HH,LL,L1T,http://earthexplorer.usgs.gov/order/process?dataset_name=LANDSAT_ETM_SLC_OFF&ordered=LE71760362009228ASN00,,WGS84,GLS2000,WGS84,DEFINITIVE,,,,85,4.372,3.132,3.05,15,30,30,UTM,NORTH_UP,GEOTIFF,14201,16101,Y,7101,8051,CUBIC_CONVOLUTION,2,7101,8051,,36,,LPGS_12.5.0,L7CPF20090701_20090930.15,,2014-12-13 10:48:01
Y,http://earthexplorer.usgs.gov/browse/etm/176/36/2009/LE71760362009196ASN00.jpg,LE71760362009196ASN00,LANDSAT_ETM_SLC_OFF,2009-07-15,2014-12-13,176,36,35.55439,32.26681,35.25367,34.33824,33.94699,31.83439,33.65205,33.86675,34.60746,33.07697,0,   0.33,   1.03,   0.27,   0.01,   0.00,DAY,DAY,64.31576538,114.09705353,ASN,2009:196:08:12:46.2129374,2009:196:08:13:12.9668750,9,9,L,L,L,L,L,H,L,L,L,LL,LL,LL,LL,LL,LL,HH,LL,LL,L1T,http://earthexplorer.usgs.gov/order/process?dataset_name=LANDSAT_ETM_SLC_OFF&ordered=LE71760362009196ASN00,,WGS84,GLS2000,WGS84,DEFINITIVE,,,,62,5.801,4.511,3.648,15,30,30,UTM,NORTH_UP,GEOTIFF,14201,16101,Y,7101,8051,CUBIC_CONVOLUTION,2,7101,8051,,36,,LPGS_12.5.0,L7CPF20090701_20090930.15,,2014-12-13 10:54:46
Y,http://earthexplorer.usgs.gov/browse/etm/176/36/2009/LE71760362009180ASN00.jpg,LE71760362009180ASN00,LANDSAT_ETM_SLC_OFF,2009-06-29,2014-09-29,176,36,35.55709,32.2541,35.25629,34.32613,33.94983,31.82092,33.65486,33.85384,34.60756,33.06374,0,   0.12,   0.02,   0.18,   0.19,   0.07,DAY,DAY,65.77490234,111.50465393,ASN,2009:180:08:12:49.9931250,2009:180:08:13:16.7470625,9,9,L,L,L,L,L,H,L,L,L,LL,LL,LL,LL,LL,LL,HH,LL,LL,L1T,http://earthexplorer.usgs.gov/order/process?dataset_name=LANDSAT_ETM_SLC_OFF&ordered=LE71760362009180ASN00,,WGS84,GLS2000,WGS84,DEFINITIVE,,,,77,6.969,5.613,4.131,15,30,30,UTM,NORTH_UP,GEOTIFF,14181,16101,Y,7091,8051,CUBIC_CONVOLUTION,2,7091,8051,,36,,LPGS_12.5.0,L7CPF20090401_20090630.14,,2014-09-29 19:12:04
